symbol,date,open,high,low,close,volume,adjusted,ticker,djia
dal,2020-03-09,43.040001,45.009998,42.43,43.52,25784700,43.52,dal,0
dal,2020-03-10,45.57,45.880001,41.459999,45.470001,28693300,45.470001,dal,0
dal,2020-03-11,44,44.34,41.73,42.669998,23542000,42.669998,dal,0
dal,2020-03-12,37.470001,38.779999,33.459999,33.709999,36331900,33.709999,dal,0
dal,2020-03-13,38.540001,38.740002,34.790001,38.360001,33052500,38.360001,dal,0
dal,2020-03-16,32.799999,38.080002,31.23,35.810001,35535400,35.810001,dal,0
dal,2020-03-17,36.23,37.189999,30.6,31.74,33097500,31.74,dal,0
dal,2020-03-18,29.790001,29.790001,19.1,23.49,64242500,23.49,dal,0
dal,2020-03-19,23.360001,24.15,20,21.51,44623400,21.51,dal,0
dal,2020-03-20,23.17,26.85,21.26,21.35,55062900,21.35,dal,0
dal,2020-03-23,22.17,22.83,20.6,22.219999,44426400,22.219999,dal,0
dal,2020-03-24,26.26,28.98,24.52,26.889999,65410600,26.889999,dal,0
dal,2020-03-25,31.49,33.279999,27.4,31.1,70733900,31.1,dal,0
dal,2020-03-26,32.610001,35.889999,30.42,31.700001,57779500,31.700001,dal,0
dal,2020-03-27,30.719999,31.32,29.02,29.549999,34960737,29.549999,dal,0
dal,2020-03-30,28.49,29.290001,26,28.67,29491100,28.67,dal,0
dal,2020-03-31,29.35,30.530001,28.42,28.530001,25002300,28.530001,dal,0
dal,2020-04-01,26.59,26.59,23.690001,23.870001,56038100,23.870001,dal,0
dal,2020-04-02,23.92,24.65,22.51,22.68,39407400,22.68,dal,0
dal,2020-04-03,23.030001,23.65,21.75,22.48,47243300,22.48,dal,0
dal,2020-04-06,22.309999,23.5,20.76,22.32,95093000,22.32,dal,0
dal,2020-04-07,25.209999,25.85,21.9,22.25,98907200,22.25,dal,0
dal,2020-04-08,23.09,23.639999,22.530001,23.23,67565200,23.23,dal,0
dal,2020-04-09,25.4,25.530001,23.35,24.389999,91692900,24.389999,dal,0
dal,2020-04-13,24.98,25.059999,22.08,23.25,75918400,23.25,dal,0
DIS,2020-01-02,145.289993,148.199997,145.100006,148.199997,9502100,148.199997,DIS,1
DIS,2020-01-03,146.399994,147.899994,146.050003,146.5,7320200,146.5,DIS,1
DIS,2020-01-06,145.539993,146.029999,144.309998,145.649994,8262500,145.649994,DIS,1
DIS,2020-01-07,145.990005,146.869995,145.419998,145.699997,6906500,145.699997,DIS,1
DIS,2020-01-08,145.490005,146.130005,144.820007,145.399994,6984200,145.399994,DIS,1
DIS,2020-01-09,146.470001,146.630005,144.610001,144.830002,6664200,144.830002,DIS,1
DIS,2020-01-10,145.300003,145.5,144.259995,144.619995,5152500,144.619995,DIS,1
DIS,2020-01-13,144.75,144.75,143.360001,143.880005,9921300,143.880005,DIS,1
DIS,2020-01-14,143.410004,146.720001,142.289993,145.199997,14839100,145.199997,DIS,1
DIS,2020-01-15,145.710007,145.710007,143.929993,144.320007,6818200,144.320007,DIS,1
DIS,2020-01-16,145.089996,145.429993,144.440002,145.119995,6948400,145.119995,DIS,1
DIS,2020-01-17,145.539993,145.639999,144.009995,144.330002,10355300,144.330002,DIS,1
DIS,2020-01-21,144.240005,144.589996,143.009995,143.559998,9250200,143.559998,DIS,1
DIS,2020-01-22,144.449997,144.789993,143.539993,144.009995,7550000,144.009995,DIS,1
DIS,2020-01-23,143.600006,143.610001,140.649994,142.199997,11082000,142.199997,DIS,1
DIS,2020-01-24,141.399994,142.25,139.199997,140.080002,13076300,140.080002,DIS,1
DIS,2020-01-27,135.860001,137.729996,135,135.899994,12831800,135.899994,DIS,1
DIS,2020-01-28,136.5,138.929993,135.860001,138.369995,10390000,138.369995,DIS,1
DIS,2020-01-29,138.600006,138.679993,135.789993,136.059998,9382700,136.059998,DIS,1
DIS,2020-01-30,135.089996,137.850006,134.830002,137.809998,11847300,137.809998,DIS,1
DIS,2020-01-31,138.399994,138.669998,137.059998,138.309998,12379100,138.309998,DIS,1
DIS,2020-02-03,139.789993,141.820007,139.75,141.320007,12660000,141.320007,DIS,1
DIS,2020-02-04,145.490005,145.589996,143.25,144.729996,23519700,144.729996,DIS,1
DIS,2020-02-05,146.600006,147.300003,138.570007,141.369995,27824100,141.369995,DIS,1
DIS,2020-02-06,141.919998,143.949997,141.220001,142.699997,9504600,142.699997,DIS,1
DIS,2020-02-07,141.889999,141.990005,140.119995,141.020004,10948900,141.020004,DIS,1
DIS,2020-02-10,141.029999,142.589996,140.460007,142.589996,8162100,142.589996,DIS,1
DIS,2020-02-11,142.850006,142.990005,140.460007,141.009995,10790100,141.009995,DIS,1
DIS,2020-02-12,141.339996,142.220001,140.869995,141.850006,8168200,141.850006,DIS,1
DIS,2020-02-13,141.169998,141.899994,140.820007,140.899994,7543100,140.899994,DIS,1
DIS,2020-02-14,141.100006,141.279999,139.130005,139.539993,9110500,139.539993,DIS,1
DIS,2020-02-18,139.020004,139.660004,138.100006,139.139999,8214900,139.139999,DIS,1
DIS,2020-02-19,139.630005,141.869995,139.229996,141.300003,7080900,141.300003,DIS,1
DIS,2020-02-20,141.630005,141.630005,138.850006,140.369995,5981700,140.369995,DIS,1
DIS,2020-02-21,139.860001,139.880005,138.580002,138.970001,7725800,138.970001,DIS,1
DIS,2020-02-24,132.899994,134.440002,131.210007,133.009995,19336500,133.009995,DIS,1
DIS,2020-02-25,133.75,133.940002,127.980003,128.190002,21032500,128.190002,DIS,1
DIS,2020-02-26,126.120003,128.369995,122.129997,123.360001,31195900,123.360001,DIS,1
DIS,2020-02-27,119.809998,122.900002,117.919998,118.040001,30827500,118.040001,DIS,1
DIS,2020-02-28,114.510002,118.309998,113.209999,117.650002,35453800,117.650002,DIS,1
DIS,2020-03-02,119.129997,119.980003,116.029999,119.980003,21775900,119.980003,DIS,1
DIS,2020-03-03,121.150002,121.779999,115.150002,116.449997,19529700,116.449997,DIS,1
DIS,2020-03-04,118.959999,119.239998,115.480003,119.18,13842100,119.18,DIS,1
DIS,2020-03-05,116.860001,116.959999,112.110001,113.980003,22397200,113.980003,DIS,1
DIS,2020-03-06,110.760002,115.870003,110.32,115.269997,22899600,115.269997,DIS,1
DIS,2020-03-09,108.690002,110.43,104.279999,104.349998,26233600,104.349998,DIS,1
DIS,2020-03-10,108.099998,111.580002,102.43,111.459999,24083700,111.459999,DIS,1
DIS,2020-03-11,108.419998,108.900002,102.860001,105.510002,24771300,105.510002,DIS,1
DIS,2020-03-12,97.620003,100,91.639999,91.809998,40392900,91.809998,DIS,1
DIS,2020-03-13,100.779999,102.870003,92.25,102.519997,40960100,102.519997,DIS,1
DIS,2020-03-16,91.800003,98.279999,90,95.010002,35379500,95.010002,DIS,1
DIS,2020-03-17,95.800003,97.459999,91.150002,93.529999,27526200,93.529999,DIS,1
DIS,2020-03-18,87.589996,89.339996,79.07,88.800003,43592500,88.800003,DIS,1
DIS,2020-03-19,88,97.400002,85.110001,94.93,30866800,94.93,DIS,1
DIS,2020-03-20,95.989998,96.989998,85.839996,85.980003,31957800,85.980003,DIS,1
DIS,2020-03-23,84.489998,87.279999,81.089996,85.760002,32246600,85.760002,DIS,1
DIS,2020-03-24,92.330002,99.169998,91.800003,98.120003,32487900,98.120003,DIS,1
DIS,2020-03-25,100.660004,105.919998,95.510002,100.730003,28533000,100.730003,DIS,1
DIS,2020-03-26,100.830002,107.730003,100.800003,105.360001,24520300,105.360001,DIS,1
DIS,2020-03-27,100.449997,101.489998,95.540001,96.400002,30591533,96.400002,DIS,1
DIS,2020-03-30,96,100.459999,92.099998,99.800003,23109200,99.800003,DIS,1
DIS,2020-03-31,100.220001,103.160004,96.160004,96.599998,21563200,96.599998,DIS,1
DIS,2020-04-01,93.5,97.400002,92.559998,94.919998,18290600,94.919998,DIS,1
DIS,2020-04-02,94.199997,97.260002,94.199997,96.970001,13936500,96.970001,DIS,1
DIS,2020-04-03,96.309998,96.919998,92.709999,93.879997,14592062,93.879997,DIS,1
DIS,2020-04-06,97.260002,100.190002,94.519997,99.580002,20407400,99.580002,DIS,1
DIS,2020-04-07,104.860001,105.889999,100.25,101.239998,22899600,101.239998,DIS,1
DIS,2020-04-08,100.529999,102.349998,98.650002,101.07,22562500,101.07,DIS,1
DIS,2020-04-09,107.919998,107.989998,103.529999,104.5,31485600,104.5,DIS,1
DIS,2020-04-13,104.709999,104.870003,99.610001,103.5,17292500,103.5,DIS,1
DOW,2020-01-02,55.23,55.540001,53.639999,53.75,5145200,52.876019,DOW,1
DOW,2020-01-03,53.110001,53.599998,52.41,52.419998,5004300,51.567642,DOW,1
DOW,2020-01-06,52.32,52.880001,52,52.209999,4293100,51.361057,DOW,1
DOW,2020-01-07,52.290001,53.064999,51.990002,52.189999,5122800,51.341381,DOW,1
DOW,2020-01-08,52.41,53.169998,51.919998,52.73,3629700,51.872601,DOW,1
DOW,2020-01-09,52.75,53.07,51.810001,52.189999,2667800,51.341381,DOW,1
DOW,2020-01-10,52.860001,52.869999,51.400002,51.5,3277300,50.662601,DOW,1
DOW,2020-01-13,51.5,52.400002,51.470001,52.349998,2665500,51.498779,DOW,1
DOW,2020-01-14,52.189999,52.970001,51.950001,52.240002,3689800,51.390572,DOW,1
DOW,2020-01-15,52.189999,52.650002,51.700001,52.27,2235400,51.420082,DOW,1
DOW,2020-01-16,52.580002,52.869999,52.169998,52.48,3765600,51.626667,DOW,1
DOW,2020-01-17,52.529999,53.360001,52.424999,53.34,3897500,52.472683,DOW,1
DOW,2020-01-21,52.98,53.150002,52.200001,52.599998,4156000,51.744717,DOW,1
DOW,2020-01-22,52.73,52.799999,50.681999,50.869999,5149600,50.042847,DOW,1
DOW,2020-01-23,50.220001,50.75,49.150002,50.25,5797600,49.432926,DOW,1
DOW,2020-01-24,49.880001,50.27,48.040001,48.490002,5919300,47.701546,DOW,1
DOW,2020-01-27,47.310001,47.580002,46.639999,47.18,4827000,46.412846,DOW,1
DOW,2020-01-28,47.400002,47.720001,47.02,47.16,5813800,46.393173,DOW,1
DOW,2020-01-29,48.98,49.950001,48.599998,49.669998,6828000,48.862358,DOW,1
DOW,2020-01-30,48.310001,48.98,47.66,48.470001,5644800,47.681873,DOW,1
DOW,2020-01-31,47.700001,47.865002,45.919998,46.07,7532200,45.320896,DOW,1
DOW,2020-02-03,46.310001,46.970001,45.73,46.740002,6366300,45.980003,DOW,1
DOW,2020-02-04,47.650002,48.380001,47.439999,48.049999,5287000,47.2687,DOW,1
DOW,2020-02-05,48.880001,49.740002,48.52,49.610001,5403200,48.803333,DOW,1
DOW,2020-02-06,49.610001,49.66,48.560001,49.200001,5985200,48.400002,DOW,1
DOW,2020-02-07,48.540001,48.540001,47.450001,48.029999,3802100,47.249023,DOW,1
DOW,2020-02-10,47.799999,48.720001,47.799999,48.189999,2488300,47.406422,DOW,1
DOW,2020-02-11,48.540001,50.009998,48.5,48.790001,3705400,47.99667,DOW,1
DOW,2020-02-12,49.689999,50.369999,48.990002,49.380001,2964200,48.577076,DOW,1
DOW,2020-02-13,48.900002,48.990002,48.02,48.299999,3302600,47.514633,DOW,1
DOW,2020-02-14,48.509998,48.939999,48.380001,48.630001,3207000,47.839272,DOW,1
DOW,2020-02-18,48.189999,48.52,47.229,47.740002,3594300,46.963741,DOW,1
DOW,2020-02-19,47.82,48.290001,47.41,47.560001,5644900,46.786667,DOW,1
DOW,2020-02-20,47.52,48.810001,47.439999,48.759998,4154200,47.967155,DOW,1
DOW,2020-02-21,48.580002,48.77,48.080002,48.299999,3972800,47.514633,DOW,1
DOW,2020-02-24,46.610001,47.040001,45.799999,46.240002,5075900,45.488132,DOW,1
DOW,2020-02-25,46.5,46.535,43.580002,43.950001,5529300,43.235367,DOW,1
DOW,2020-02-26,44.450001,44.880001,43.02,43.049999,6470700,42.349998,DOW,1
DOW,2020-02-27,41.330002,41.459999,39.5,39.549999,10009300,39.549999,DOW,1
DOW,2020-02-28,38.119999,40.490002,38.049999,40.41,10281600,40.41,DOW,1
DOW,2020-03-02,41.049999,41.419998,39.779999,41.419998,7706700,41.419998,DOW,1
DOW,2020-03-03,41.349998,42.743999,39.740002,40.560001,6765300,40.560001,DOW,1
DOW,2020-03-04,41.450001,41.970001,40.209999,41.91,4967000,41.91,DOW,1
DOW,2020-03-05,40.029999,40.630001,39.66,40.099998,5447400,40.099998,DOW,1
DOW,2020-03-06,38.720001,39.689999,38.310001,38.970001,6928400,38.970001,DOW,1
DOW,2020-03-09,34.75,34.939999,30.43,30.530001,15081500,30.530001,DOW,1
DOW,2020-03-10,32.509998,33.330002,29.315001,31.4,12975400,31.4,DOW,1
DOW,2020-03-11,30.190001,30.33,27.85,27.99,12444100,27.99,DOW,1
DOW,2020-03-12,25.450001,26.389999,22.389999,23.67,18163300,23.67,DOW,1
DOW,2020-03-13,27.93,28.01,22.58,25.690001,17350800,25.690001,DOW,1
DOW,2020-03-16,23.1,25.43,21.950001,22,12345400,22,DOW,1
DOW,2020-03-17,25.67,27.6,22.74,26.6,19873300,26.6,DOW,1
DOW,2020-03-18,24.84,28.290001,24.51,26.440001,16955900,26.440001,DOW,1
DOW,2020-03-19,26.280001,31.35,25.93,28.120001,13893400,28.120001,DOW,1
DOW,2020-03-20,28.59,29.690001,26.59,27.440001,12649100,27.440001,DOW,1
DOW,2020-03-23,27.139999,28.43,26.01,26.58,11703100,26.58,DOW,1
DOW,2020-03-24,28.66,29.959999,26.9,28.469999,12317000,28.469999,DOW,1
DOW,2020-03-25,29.18,32.424999,28.6,30.379999,10539200,30.379999,DOW,1
DOW,2020-03-26,30.280001,31.299999,28.950001,29.68,14298600,29.68,DOW,1
DOW,2020-03-27,28,29.261801,26.92,28.559999,9101424,28.559999,DOW,1
DOW,2020-03-30,28.309999,29.389999,27.809999,28.65,6815300,28.65,DOW,1
DOW,2020-03-31,28.549999,30.08,28.450001,29.24,7599900,29.24,DOW,1
DOW,2020-04-01,27.84,28.27,26.940001,27.040001,10334200,27.040001,DOW,1
DOW,2020-04-02,27.110001,29.84,26.924999,28.030001,10680300,28.030001,DOW,1
DOW,2020-04-03,27.780001,28.57,27.42,27.969999,7649938,27.969999,DOW,1
DOW,2020-04-06,29.530001,30.98,29.5,30.540001,8021100,30.540001,DOW,1
DOW,2020-04-07,32.759998,35.07,31.809999,32.330002,15028000,32.330002,DOW,1
DOW,2020-04-08,32.970001,34.939999,32.360001,34.790001,7220700,34.790001,DOW,1
DOW,2020-04-09,35.75,37.740002,35.540001,36.560001,9892300,36.560001,DOW,1
DOW,2020-04-13,36.470001,36.900002,34.57,35.23,7167000,35.23,DOW,1
f,2020-01-02,9.29,9.42,9.19,9.42,43425700,9.262475,f,0
f,2020-01-03,9.31,9.37,9.15,9.21,45040800,9.055987,f,0
f,2020-01-06,9.1,9.17,9.06,9.16,43372300,9.006823,f,0
f,2020-01-07,9.2,9.25,9.12,9.25,44984100,9.095318,f,0
f,2020-01-08,9.23,9.3,9.17,9.25,45994900,9.095318,f,0
f,2020-01-09,9.3,9.31,9.18,9.26,51817400,9.105151,f,0
f,2020-01-10,9.27,9.36,9.25,9.25,39796300,9.095318,f,0
f,2020-01-13,9.25,9.26,9.11,9.24,48553700,9.085485,f,0
f,2020-01-14,9.22,9.33,9.21,9.29,42935600,9.134649,f,0
f,2020-01-15,9.27,9.3,9.18,9.19,55923900,9.036321,f,0
f,2020-01-16,9.23,9.28,9.15,9.17,44310400,9.016656,f,0
f,2020-01-17,9.19,9.23,9.13,9.16,41644900,9.006823,f,0
f,2020-01-21,9.15,9.22,9.1,9.21,49556400,9.055987,f,0
f,2020-01-22,9.22,9.25,9.15,9.16,39914800,9.006823,f,0
f,2020-01-23,9.14,9.16,8.93,9.14,75848700,8.987158,f,0
f,2020-01-24,9.11,9.12,8.96,9,68100900,8.849499,f,0
f,2020-01-27,8.88,8.96,8.78,8.89,60769300,8.741339,f,0
f,2020-01-28,8.94,9,8.86,8.97,85163400,8.820001,f,0
f,2020-01-29,8.85,8.96,8.84,8.86,59057400,8.86,f,0
f,2020-01-30,8.81,8.84,8.73,8.84,42827800,8.84,f,0
f,2020-01-31,8.78,8.84,8.74,8.82,59813700,8.82,f,0
f,2020-02-03,8.85,9.14,8.85,8.98,71432700,8.98,f,0
f,2020-02-04,9.08,9.24,9.07,9.18,86196400,9.18,f,0
f,2020-02-05,8.41,8.48,8.26,8.31,145792500,8.31,f,0
f,2020-02-06,8.37,8.38,8.25,8.25,68823400,8.25,f,0
f,2020-02-07,8.21,8.21,8.02,8.11,98256500,8.11,f,0
f,2020-02-10,8.15,8.15,8.05,8.06,71834900,8.06,f,0
f,2020-02-11,8.1,8.15,8.08,8.1,80164500,8.1,f,0
f,2020-02-12,8.14,8.33,8.13,8.24,111536800,8.24,f,0
f,2020-02-13,8.21,8.36,8.21,8.25,67648800,8.25,f,0
f,2020-02-14,8.27,8.27,8.08,8.1,46359700,8.1,f,0
f,2020-02-18,8.12,8.15,8.02,8.06,65094800,8.06,f,0
f,2020-02-19,8.06,8.1,8,8,69668200,8,f,0
f,2020-02-20,8,8.07,7.99,8.03,52318200,8.03,f,0
f,2020-02-21,8.02,8.03,7.89,7.89,58326300,7.89,f,0
f,2020-02-24,7.7,7.72,7.55,7.57,110048200,7.57,f,0
f,2020-02-25,7.68,7.68,7.22,7.23,108888300,7.23,f,0
f,2020-02-26,7.3,7.46,7.21,7.21,92469500,7.21,f,0
f,2020-02-27,7.13,7.28,6.92,6.97,118642400,6.97,f,0
f,2020-02-28,6.84,6.96,6.67,6.96,116546700,6.96,f,0
f,2020-03-02,7.11,7.23,6.88,7.2,96766000,7.2,f,0
f,2020-03-03,7.29,7.34,6.89,6.97,97457800,6.97,f,0
f,2020-03-04,7.09,7.09,6.92,7.08,70588100,7.08,f,0
f,2020-03-05,6.96,6.97,6.71,6.74,78070900,6.74,f,0
f,2020-03-06,6.6,6.68,6.4,6.49,109932200,6.49,f,0
f,2020-03-09,5.97,6.14,5.87,5.9,103901700,5.9,f,0
f,2020-03-10,6.26,6.29,5.8,6.26,101873600,6.26,f,0
f,2020-03-11,6.06,6.11,5.88,5.9,98587100,5.9,f,0
f,2020-03-12,5.38,5.69,5.2,5.35,89453100,5.35,f,0
f,2020-03-13,5.87,5.9,5.12,5.63,125375300,5.63,f,0
f,2020-03-16,5.04,5.22,5,5.01,110310900,5.01,f,0
f,2020-03-17,5.08,5.14,4.7,5.01,104233500,5.01,f,0
f,2020-03-18,4.75,4.84,4.1,4.5,125954700,4.5,f,0
f,2020-03-19,4.33,4.58,4.1,4.47,126603800,4.47,f,0
f,2020-03-20,4.54,4.75,4.25,4.33,129378600,4.33,f,0
f,2020-03-23,4.27,4.52,3.96,4.01,134925000,4.01,f,0
f,2020-03-24,4.47,4.99,4.26,4.95,145894800,4.95,f,0
f,2020-03-25,5.77,5.87,5.12,5.39,198999400,5.39,f,0
f,2020-03-26,5.36,5.65,5.16,5.25,138227600,5.25,f,0
f,2020-03-27,5.07,5.3,4.91,5.19,106324033,5.19,f,0
f,2020-03-30,5.11,5.12,4.93,5.03,97749800,5.03,f,0
f,2020-03-31,5.03,5.19,4.75,4.83,231800800,4.83,f,0
f,2020-04-01,4.63,4.77,4.36,4.4,119043000,4.4,f,0
f,2020-04-02,4.39,4.57,4.25,4.36,90891700,4.36,f,0
f,2020-04-03,4.4,4.42,4.17,4.24,85601100,4.24,f,0
f,2020-04-06,4.54,4.67,4.41,4.53,102205300,4.53,f,0
f,2020-04-07,4.85,5.03,4.63,4.71,115150400,4.71,f,0
f,2020-04-08,4.86,5.09,4.8,5.03,117022200,5.03,f,0
f,2020-04-09,5.51,5.75,5.24,5.37,175833700,5.37,f,0
f,2020-04-13,5.43,5.43,5.02,5.16,99204600,5.16,f,0
gis,2020-01-02,53.630001,53.799999,52.040001,52.130001,4422100,51.647861,gis,0
gis,2020-01-03,52.23,52.52,51.82,51.939999,4718900,51.459618,gis,0
gis,2020-01-06,52.080002,52.73,51.98,52.59,3884700,52.103607,gis,0
gis,2020-01-07,52.299999,52.490002,51.939999,52.23,4274300,51.746937,gis,0
gis,2020-01-08,52.490002,53.060001,52.279999,52.98,4143400,52.489998,gis,0
gis,2020-01-09,52.259998,52.66,51.970001,52.380001,3842000,52.380001,gis,0
gis,2020-01-10,52.490002,52.52,52.18,52.25,2274400,52.25,gis,0
gis,2020-01-13,52.369999,53.060001,52.299999,53.060001,3670300,53.060001,gis,0
gis,2020-01-14,53.099998,53.310001,52.759998,53,3351700,53,gis,0
gis,2020-01-15,52.959999,53.57,52.93,53.369999,3213100,53.369999,gis,0
gis,2020-01-16,53.529999,53.939999,53.349998,53.720001,4395300,53.720001,gis,0
gis,2020-01-17,53.91,53.950001,53.599998,53.849998,3231500,53.849998,gis,0
gis,2020-01-21,53.759998,54.419998,53.709999,54.34,5254100,54.34,gis,0
gis,2020-01-22,54.299999,54.57,53.959999,53.98,2976800,53.98,gis,0
gis,2020-01-23,53.830002,54.41,53.799999,54.240002,2905500,54.240002,gis,0
gis,2020-01-24,54.369999,54.369999,53.470001,53.709999,2554400,53.709999,gis,0
gis,2020-01-27,53.330002,53.73,53.16,53.220001,2547000,53.220001,gis,0
gis,2020-01-28,53.130001,53.540001,52.959999,53.009998,2553700,53.009998,gis,0
gis,2020-01-29,53.02,53.48,52.830002,53.029999,2680000,53.029999,gis,0
gis,2020-01-30,53.049999,53.82,53,53.73,2802500,53.73,gis,0
gis,2020-01-31,53.610001,53.759998,52.09,52.220001,4695800,52.220001,gis,0
gis,2020-02-03,52.610001,53.040001,52.439999,52.990002,4367100,52.990002,gis,0
gis,2020-02-04,53.349998,53.650002,52.549999,52.549999,3889800,52.549999,gis,0
gis,2020-02-05,52.619999,52.939999,52.060001,52.560001,4967400,52.560001,gis,0
gis,2020-02-06,52.32,52.5,51.560001,51.709999,4006900,51.709999,gis,0
gis,2020-02-07,51.77,51.959999,51.48,51.900002,2470800,51.900002,gis,0
gis,2020-02-10,51.900002,52.48,51.84,52.360001,2147900,52.360001,gis,0
gis,2020-02-11,52.41,52.869999,52.259998,52.759998,2731900,52.759998,gis,0
gis,2020-02-12,52.75,53.049999,52.540001,52.93,3174200,52.93,gis,0
gis,2020-02-13,52.900002,53.029999,52.52,52.990002,2405900,52.990002,gis,0
gis,2020-02-14,53.169998,53.77,53.049999,53.310001,2525400,53.310001,gis,0
gis,2020-02-18,52.5,53.779999,52.5,53.540001,3181500,53.540001,gis,0
gis,2020-02-19,53.560001,53.57,52.830002,53.240002,4543100,53.240002,gis,0
gis,2020-02-20,53.200001,54.16,53.009998,54.130001,4830500,54.130001,gis,0
gis,2020-02-21,54.029999,55.18,53.880001,53.919998,5010600,53.919998,gis,0
gis,2020-02-24,53.32,53.919998,53,53.720001,4159600,53.720001,gis,0
gis,2020-02-25,53.68,53.959999,52.48,52.529999,3947500,52.529999,gis,0
gis,2020-02-26,52.759998,53.599998,52.139999,52.139999,3366700,52.139999,gis,0
gis,2020-02-27,51.810001,52.259998,50.130001,50.139999,5097500,50.139999,gis,0
gis,2020-02-28,48.869999,49.009998,46.59,49,10113600,49,gis,0
gis,2020-03-02,49.209999,51.41,48.860001,51.41,7603400,51.41,gis,0
gis,2020-03-03,51.400002,53.060001,51.060001,51.650002,7073000,51.650002,gis,0
gis,2020-03-04,52.490002,54.169998,52.299999,54.169998,4298100,54.169998,gis,0
gis,2020-03-05,53.439999,54.459999,53.189999,54.299999,5406600,54.299999,gis,0
gis,2020-03-06,52.599998,55.02,52.439999,54.77,6130000,54.77,gis,0
gis,2020-03-09,51.669998,55.02,51.630001,54.139999,8204100,54.139999,gis,0
gis,2020-03-10,54.669998,55.68,51.869999,54.09,7927800,54.09,gis,0
gis,2020-03-11,52.860001,53.349998,51.349998,52.869999,8693500,52.869999,gis,0
gis,2020-03-12,49.200001,50.869999,47.529999,50,9145700,50,gis,0
gis,2020-03-13,52.950001,53.75,50.02,53.48,9723900,53.48,gis,0
gis,2020-03-16,49.400002,55.860001,48.75,53.380001,13060100,53.380001,gis,0
gis,2020-03-17,53.959999,60,52.93,59.669998,17279000,59.669998,gis,0
gis,2020-03-18,57.650002,59.959999,54.060001,57.75,11170500,57.75,gis,0
gis,2020-03-19,58.189999,58.73,53.189999,53.68,7293600,53.68,gis,0
gis,2020-03-20,53,54.279999,51.220001,53.369999,11007300,53.369999,gis,0
gis,2020-03-23,52.34,53.360001,46.880001,47.279999,8448300,47.279999,gis,0
gis,2020-03-24,49.029999,50.18,47.110001,48.23,7347500,48.23,gis,0
gis,2020-03-25,48.119999,49.200001,46.950001,47.650002,6019500,47.650002,gis,0
gis,2020-03-26,47.810001,50.5,47.380001,50,5600200,50,gis,0
gis,2020-03-27,48.990002,52.5,48.900002,51.82,6662227,51.82,gis,0
gis,2020-03-30,52.529999,54.150002,52.48,54.099998,7425200,54.099998,gis,0
gis,2020-03-31,53.990002,54.490002,52.299999,52.77,5795300,52.77,gis,0
gis,2020-04-01,51.740002,53.970001,51.509998,53.119999,4669300,53.119999,gis,0
gis,2020-04-02,52.599998,55.02,52.5,54.880001,4961400,54.880001,gis,0
gis,2020-04-03,54.200001,56.900002,54.009998,56.709999,6876900,56.709999,gis,0
gis,2020-04-06,56.400002,58,55.900002,57.700001,6353700,57.199062,gis,0
gis,2020-04-07,57.900002,57.919998,55.57,56.439999,6516000,55.950001,gis,0
gis,2020-04-08,56.09,56.369999,55.18,55.73,4553900,55.73,gis,0
gis,2020-04-09,55.470001,57.990002,55.369999,57.400002,4270200,57.400002,gis,0
gis,2020-04-13,57.099998,57.779999,56.32,57.669998,2706700,57.669998,gis,0
GS,2020-01-02,231,234.639999,230.160004,234.320007,3736300,232.896011,GS,1
GS,2020-01-03,231.600006,232.610001,230.300003,231.580002,2274500,230.172668,GS,1
GS,2020-01-06,229.929993,234.020004,229.490005,233.949997,3329300,232.528259,GS,1
GS,2020-01-07,235,237.770004,234.759995,235.490005,5255200,234.058914,GS,1
GS,2020-01-08,235.679993,239.75,235.479996,237.759995,3564700,236.315094,GS,1
GS,2020-01-09,241.339996,243.399994,239.820007,242.600006,3980700,241.125702,GS,1
GS,2020-01-10,242.75,243.389999,241.389999,242.110001,2248100,240.638672,GS,1
GS,2020-01-13,244.440002,246.110001,243,245.210007,3359200,243.719833,GS,1
GS,2020-01-14,245.320007,248.520004,244.600006,245.660004,4302800,244.167099,GS,1
GS,2020-01-15,242,249.5,239.160004,245.210007,5411200,243.719833,GS,1
GS,2020-01-16,247.009995,249.820007,246.229996,249.720001,3968400,248.202423,GS,1
GS,2020-01-17,250.229996,250.460007,248,249.460007,3108400,247.944016,GS,1
GS,2020-01-21,247.210007,248.850006,245.600006,245.699997,2492400,244.206848,GS,1
GS,2020-01-22,246.610001,248.520004,246.339996,247.050003,2030900,245.54866,GS,1
GS,2020-01-23,244.5,247,242.880005,245.580002,2806800,244.087585,GS,1
GS,2020-01-24,245.070007,245.710007,240.600006,241.919998,2877400,240.449829,GS,1
GS,2020-01-27,236.369995,238.990005,235.009995,238.139999,2506200,236.692795,GS,1
GS,2020-01-28,239.490005,243.580002,238.050003,242.580002,3123000,241.10582,GS,1
GS,2020-01-29,244.520004,246.5,239.570007,240.119995,3711600,238.660767,GS,1
GS,2020-01-30,237.690002,244.339996,236.729996,244.130005,3261700,242.646393,GS,1
GS,2020-01-31,241.990005,242.889999,236.880005,237.75,3482800,236.305161,GS,1
GS,2020-02-03,238.360001,242.389999,238.050003,239.009995,2733000,237.55751,GS,1
GS,2020-02-04,242.880005,243.740005,241.550003,241.940002,3052500,240.469711,GS,1
GS,2020-02-05,244.990005,245.130005,243,244.300003,3126600,242.815369,GS,1
GS,2020-02-06,245.350006,245.770004,241.179993,241.820007,2225600,240.350433,GS,1
GS,2020-02-07,239.75,240.520004,236.550003,238,3006500,236.55365,GS,1
