date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-03-26,NH,137,3001,712,NA,19,NA,NA,NA,NA,NA,a37cd44af5e89e3f36bcbc424c61162b18173e05,1,19,3850,3138,3138,33,0,6,645,29,674
2020-03-26,NJ,6876,13661,NA,1080,NA,NA,NA,NA,NA,NA,164bbcd99de9fa76ebb40894fd2d348c5e384d71,81,NA,20537,20537,20537,34,19,0,3209,2474,5683
2020-03-26,NM,112,7681,NA,NA,NA,NA,NA,NA,NA,NA,1e43be6fccfd53482152b6f0032c9f5380179480,1,NA,7793,7793,7793,35,0,0,939,12,951
2020-03-26,NV,420,4697,NA,NA,NA,NA,NA,NA,NA,NA,8439b92c8ef2ecd1b055e3ed1acbab7bedd90001,10,NA,5117,5117,5117,32,4,0,446,99,545
2020-03-26,NY,37258,84846,NA,5327,6844,1290,NA,NA,NA,NA,0058535329a967d92568319188616fcc3ddde2da,385,6844,122104,122104,122104,36,100,3039,12178,6447,18625
2020-03-26,OH,867,16449,NA,NA,223,NA,91,NA,NA,NA,ec54f23b722a56fc6cb60ec0603c774a574b1b58,15,223,17316,17316,17316,39,5,41,2389,163,2552
2020-03-26,OK,248,958,NA,NA,86,NA,NA,NA,NA,NA,6a5dd746a3fa2c1898256473098b5715589457c2,7,86,1206,1206,1206,40,2,27,153,84,237
2020-03-26,OR,327,6953,NA,NA,90,NA,NA,NA,NA,NA,ddb030ea072a2fe01a8d71d2a5a24e917d4e8ea2,11,90,7280,7280,7280,41,3,29,2603,118,2721
2020-03-26,PA,1687,16441,NA,NA,NA,NA,NA,NA,NA,NA,7712fd7f15f40e975c2a503bd7633edd4387df7e,16,NA,18128,18128,18128,42,5,0,5248,560,5808
2020-03-26,PR,64,377,335,NA,NA,NA,NA,NA,NA,NA,f0017006486c2085b91f1f75468f643da3153af8,2,NA,776,441,441,72,0,0,60,13,73
2020-03-26,RI,165,1262,181,23,NA,9,NA,6,NA,NA,a61cfb3d2f6c540ab418b7ebe42eee237687da77,NA,NA,1608,1427,1427,44,0,0,0,33,33
2020-03-26,SC,456,2307,NA,NA,109,NA,NA,NA,NA,NA,4c55b055bf2708a25455b71cdb3d6115453ed71c,9,109,2763,2763,2763,45,2,7,4,32,36
2020-03-26,SD,46,1973,125,NA,NA,NA,NA,NA,NA,16,279cd2d4767245d1841274ed2d19a0a4f5c9b673,1,NA,2144,2019,2019,46,0,0,1154,5,1159
2020-03-26,TN,957,13952,NA,NA,76,NA,NA,NA,NA,NA,d3ce5ed8216ba2c78107cb4d4ec9da1dd0b0f77f,3,76,14909,14909,14909,47,0,23,2940,173,3113
2020-03-26,TX,1396,20028,NA,NA,NA,NA,NA,NA,NA,NA,fa643c14dbc1c896f7d243f22f25aa05e563d6af,18,NA,21424,21424,21424,48,6,0,7508,422,7930
2020-03-26,UT,402,7308,NA,NA,NA,NA,NA,NA,NA,NA,dd83cffb270720784e9e520a6513c7c8f1ec68c5,1,NA,7710,7710,7710,49,0,0,817,56,873
2020-03-26,VA,460,5729,NA,NA,65,NA,NA,NA,NA,NA,60d151765c90a17f38487d1089ef283796e1c122,13,65,6189,6189,6189,51,4,6,750,69,819
2020-03-26,VI,17,55,2,NA,NA,NA,NA,NA,NA,NA,7387909f4f1f9ad32b038215b37dd6819ef2eb15,NA,NA,74,72,72,78,0,0,0,0,0
2020-03-26,VT,158,1850,NA,NA,NA,NA,NA,NA,NA,NA,994b0d80648160d62da49b803410ff385ef7f906,9,NA,2008,2008,2008,50,1,0,261,35,296
2020-03-26,WA,3745,31712,NA,NA,NA,NA,NA,NA,NA,NA,a77581ff675123e188d79bed113e80bb0f0b9c83,177,NA,35457,35457,35457,53,22,0,0,470,470
2020-03-26,WI,707,11583,NA,NA,NA,NA,NA,NA,NA,NA,9683cfe2bd653af14dcfc375a493d40198712796,8,NA,12290,12290,12290,55,1,0,1494,122,1616
2020-03-26,WV,51,1031,19,NA,1,NA,NA,NA,NA,NA,ea32f587f060c45231c6013fa4924abbc339400a,0,1,1101,1082,1082,54,0,0,272,12,284
2020-03-26,WY,53,1052,NA,NA,NA,NA,NA,NA,NA,12,4fb67721dfe7158af2d510dc704638497f0a8359,NA,NA,1105,1105,1105,56,0,0,98,9,107
2020-03-25,AK,42,1649,NA,NA,1,NA,NA,NA,NA,NA,d0981dc0ff9e0b50793d2307ce11831905ea3c01,1,1,1691,1691,1691,02,1,1,663,6,669
2020-03-25,AL,283,2529,NA,NA,NA,NA,NA,NA,NA,NA,2f45607dc8271295dd36e91588d93ebaa1bc3110,0,NA,2812,2812,2812,01,0,0,423,68,491
2020-03-25,AR,280,1437,NA,22,NA,NA,NA,4,NA,11,a55c4c11c7faab713d2bd57c30acda12f8a79830,2,NA,1717,1717,1717,05,2,0,490,62,552
2020-03-25,AS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d12176b38413ba2e195f83b80e78bdf6dae954ec,0,NA,0,0,0,60,0,0,0,0,0
2020-03-25,AZ,450,323,53,NA,NA,NA,NA,NA,NA,NA,825d3e27cef83c2a2f4fd66b0ce710ea0cdd8340,6,NA,826,773,773,04,1,0,10,93,103
2020-03-25,CA,2355,15921,48600,NA,NA,NA,NA,NA,NA,NA,8d9cf944b6bf56c413644ce7729ef18efa3d75a0,53,NA,66876,18276,18276,06,13,0,2469,253,2722
2020-03-25,CO,912,6789,NA,NA,84,NA,NA,NA,NA,NA,8c313a278c9f6cf6f983d33ae981c70da8f94b76,11,84,7701,7701,7701,08,4,12,1285,192,1477
2020-03-25,CT,875,5023,NA,113,NA,NA,NA,NA,NA,NA,26bda0962bcd2c46918956f27804c62275c6be2d,19,NA,5898,5898,5898,09,7,0,341,257,598
2020-03-25,DC,183,1423,3,NA,NA,NA,NA,NA,NA,NA,4c94c1d06cba80ba6ca85bc5eb70dab16b46b6bf,2,NA,1609,1606,1606,11,0,0,228,46,274
2020-03-25,DE,115,36,NA,11,NA,NA,NA,NA,NA,NA,d451aedba3efc2662603737e82f38aed0fb267e2,0,NA,151,151,151,10,0,0,0,24,24
2020-03-25,FL,1682,15374,1233,NA,316,NA,NA,NA,NA,NA,3824a66b112cf25a03e7e1701dc1af01026bd711,22,316,18289,17056,17056,12,4,57,2247,270,2517
2020-03-25,GA,1247,4932,NA,NA,394,NA,NA,NA,NA,NA,0608d7952fefcad2df075352ee28eb32e13426be,40,394,6179,6179,6179,13,8,394,474,221,695
2020-03-25,GU,37,233,NA,10,NA,NA,NA,NA,NA,NA,68ef6bb52723460829502eba44a7ffe48e78388d,1,NA,270,270,270,66,0,0,32,5,37
2020-03-25,HI,90,4357,NA,NA,6,NA,NA,NA,NA,NA,9bb75dd30e325c6a18abe4a0b7efc5abf0c2ef57,NA,6,4447,4447,4447,15,0,2,768,13,781
2020-03-25,IA,145,2578,NA,23,36,NA,NA,NA,NA,NA,13d8e16121979021bb57103d7b961e31b3dfee2e,1,36,2723,2723,2723,19,1,9,263,21,284
2020-03-25,ID,73,1887,NA,NA,NA,NA,NA,NA,NA,NA,a4fa527e00632ae29efb14c92c81b06642e554cb,0,NA,1960,1960,1960,16,0,0,0,23,23
2020-03-25,IL,1865,12344,NA,NA,NA,NA,NA,NA,NA,NA,de4c69056480e6111af2b8aeb434f5f8d597b170,19,NA,14209,14209,14209,17,3,0,2410,330,2740
2020-03-25,IN,477,2879,NA,NA,1,NA,NA,NA,NA,NA,1a6af9e7ccb688e3321a736a824bb1fe799b7ef8,14,1,3356,3356,3356,18,2,0,313,112,425
2020-03-25,KS,126,2360,NA,NA,NA,NA,NA,NA,NA,NA,deae962902c0a2fb252f981aaba83eda616d6029,3,NA,2486,2486,2486,20,1,0,274,28,302
2020-03-25,KY,157,2865,NA,NA,NA,NA,NA,NA,NA,NA,8fc7de737c41520c298dcbceba279e065ddceeb7,4,NA,3022,3022,3022,21,0,0,1103,33,1136
2020-03-25,LA,1795,9656,NA,491,NA,NA,NA,163,NA,NA,f8bc75603abe9cb7b1b17b37196513f9f0916e82,65,NA,11451,11451,11451,22,19,0,2441,407,2848
2020-03-25,MA,1838,17956,NA,NA,103,NA,NA,NA,NA,NA,95bb4fdcf8938f1681915e4ab6cd29914ed60b24,15,103,19794,19794,19794,25,4,9,5366,679,6045
2020-03-25,MD,423,94,NA,NA,NA,NA,NA,NA,NA,NA,ef79567177f07f1f10279b6a4bbb1326684bbd00,4,NA,517,517,517,24,1,0,0,74,74
2020-03-25,ME,149,3177,NA,NA,NA,NA,NA,NA,NA,7,6a21285c01dfd9378d220175d14dc3a772dfe3fe,NA,NA,3326,3326,3326,23,0,0,163,24,187
2020-03-25,MI,7060,7537,NA,NA,NA,NA,NA,NA,NA,NA,8caeeec0387cf6fe763f8215ab7d28c56c8ad0a7,43,NA,14597,14597,14597,26,19,0,1741,619,2360
2020-03-25,MN,287,11188,NA,26,35,NA,NA,NA,NA,122,0901433ad4b755a7fa7bf999a5d1cb967f3b843e,1,35,11475,11475,11475,27,0,14,5638,25,5663
2020-03-25,MO,356,369,NA,NA,NA,NA,NA,NA,NA,NA,f7ac8ac4376125f549f2d3237af885e7effab1b5,8,NA,725,725,725,29,5,0,0,173,173
2020-03-25,MP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2412f6b612ee38dd778455fcf069651b33a164a0,0,NA,0,0,0,69,0,0,0,0,0
2020-03-25,MS,377,1566,NA,NA,117,NA,NA,NA,NA,NA,9968fd3d3074b5b25f4930d48c5c7269f0a83495,2,117,1943,1943,1943,28,1,31,14,57,71
2020-03-25,MT,53,1948,NA,NA,NA,NA,NA,NA,NA,NA,25cdd51b3866c8760da24735f8c0b495d8ea371c,NA,NA,2001,2001,2001,30,0,0,305,7,312
2020-03-25,NC,504,9985,NA,29,NA,NA,NA,NA,NA,NA,ee6173b3a7357aaa26da71326ded7a234fa338c1,1,NA,10489,10489,10489,37,1,0,1844,106,1950
2020-03-25,ND,39,1734,NA,NA,8,NA,NA,NA,NA,NA,6c0feae4a6bfd4cf279d43da9bed66faff769fa4,0,8,1773,1773,1773,38,0,3,280,5,285
2020-03-25,NE,61,1304,NA,NA,NA,NA,NA,NA,NA,NA,72bc397b422f829aa332430ba9e018a98aec8427,0,NA,1365,1365,1365,31,0,0,329,9,338
2020-03-25,NH,108,2356,804,NA,13,NA,NA,NA,NA,NA,ba894271c0369b91572e02c61dbe15afd68c146b,1,13,3268,2464,2464,33,0,2,909,7,916
2020-03-25,NJ,4402,10452,NA,NA,NA,NA,NA,NA,NA,NA,db32961abdc494e4610cb9201238755c5dbe9c9d,62,NA,14854,14854,14854,34,18,0,2127,727,2854
2020-03-25,NM,100,6742,NA,NA,NA,NA,NA,NA,NA,NA,b1128704739dbdde58897b48092a9f580fa1ee73,1,NA,6842,6842,6842,35,1,0,852,17,869
2020-03-25,NV,321,4251,NA,NA,NA,NA,NA,NA,NA,NA,527559709b16a14d2f376fb0df0c1c90150a4399,6,NA,4572,4572,4572,32,2,0,297,43,340
2020-03-25,NY,30811,72668,NA,NA,3805,NA,NA,NA,NA,NA,332b18596170cd3e35617cfba48a5723aa2ec8f3,285,3805,103479,103479,103479,36,75,571,7063,5146,12209
2020-03-25,OH,704,14060,NA,NA,182,NA,74,NA,NA,NA,37f081a41326a68ac5070d7ed52344f4839699b4,10,182,14764,14764,14764,39,2,37,13920,140,14060
2020-03-25,OK,164,805,NA,NA,59,NA,NA,NA,NA,NA,0a9c58ed26188df9e615374204dca8c4e9bded41,5,59,969,969,969,40,2,34,70,58,128
2020-03-25,OR,209,4350,NA,NA,61,NA,NA,NA,NA,NA,5a3e8848f9b6371e0c31274fd62117c40f06a0a3,8,61,4559,4559,4559,41,0,0,0,0,0
2020-03-25,PA,1127,11193,NA,NA,NA,NA,NA,NA,NA,NA,a04cdbf57ddbd0c489b48882295db9559fb037b5,11,NA,12320,12320,12320,42,4,0,2550,276,2826
2020-03-25,PR,51,317,70,NA,NA,NA,NA,NA,NA,NA,a29866b5ad6a6ac14b8d352af3b9af315c1f1c63,2,NA,438,368,368,72,0,0,49,12,61
2020-03-25,RI,132,1262,196,15,NA,NA,NA,NA,NA,NA,375952097e60875f852b8b4afdec4b37e5e1872e,NA,NA,1590,1394,1394,44,0,0,62,8,70
2020-03-25,SC,424,2303,NA,NA,102,NA,NA,NA,NA,NA,eee95db6f47c1427fd6e5482cf0deeced90a8f05,7,102,2727,2727,2727,45,2,102,291,126,417
2020-03-25,SD,41,819,268,NA,NA,NA,NA,NA,NA,NA,26eb16cec32ca8e58e78f3faa6b2bf73b60aeecc,1,NA,1128,860,860,46,0,0,29,11,40
2020-03-25,TN,784,11012,NA,NA,53,NA,NA,NA,NA,NA,99bf1065223280d5519a05c0f2363f77244d41a9,3,53,11796,11796,11796,47,1,53,495,117,612
2020-03-25,TX,974,12520,NA,NA,NA,NA,NA,NA,NA,NA,94d22076ee33e8232bf343c6e7cb48853cad8083,12,NA,13494,13494,13494,48,3,0,1763,564,2327
2020-03-25,UT,346,6491,NA,NA,NA,NA,NA,NA,NA,NA,0edf4fe386389c4acf4c834fa913fa86ba48669b,1,NA,6837,6837,6837,49,0,0,967,47,1014
2020-03-25,VA,391,4979,NA,NA,59,NA,NA,NA,NA,NA,f6276b380e5e6e9a92435116b52b41ae24db94df,9,59,5370,5370,5370,51,2,14,799,101,900
2020-03-25,VI,17,55,2,NA,NA,NA,NA,NA,NA,NA,ef607d6eacdb14ebba28bb521e766e6bbbd21a77,NA,NA,74,72,72,78,0,0,55,0,55
2020-03-25,VT,123,1589,NA,NA,NA,NA,NA,NA,NA,NA,007aa638edad042e4ae3bc4e7d899f62b3d3ffee,8,NA,1712,1712,1712,50,1,0,149,28,177
2020-03-25,WA,3275,31712,NA,NA,NA,NA,NA,NA,NA,NA,252185670eb01b6f7ad74831788d8c738eaac96d,155,NA,34987,34987,34987,53,13,0,0,452,452
2020-03-25,WI,585,10089,NA,NA,NA,NA,NA,NA,NA,NA,990d1cee0a0325690dd1ddb866cc2ec4d457130a,7,NA,10674,10674,10674,55,2,0,1852,128,1980
2020-03-25,WV,39,759,6,NA,1,NA,NA,NA,NA,NA,e23f509ba05bca7c485e27672c0beea77f7608e7,0,1,804,798,798,54,0,0,149,19,168
2020-03-25,WY,44,954,NA,NA,NA,NA,NA,NA,NA,7,9eeedd6bac08a0fa82e127b99fd62ab414a2f690,NA,NA,998,998,998,56,0,0,244,15,259
2020-03-24,AK,36,986,NA,NA,0,NA,NA,NA,NA,NA,86d9a09be1d74e12fd125a0d9309b80ca0cdd92d,NA,0,1022,1022,1022,02,0,0,40,14,54
2020-03-24,AL,215,2106,NA,NA,NA,NA,NA,NA,NA,NA,c212a8468e01e67b91f78d053b0440276641d84f,0,NA,2321,2321,2321,01,0,0,441,48,489
2020-03-24,AR,218,947,NA,22,NA,NA,NA,NA,NA,NA,d8534a438538284a464f1162c4502b3b09e3d903,0,NA,1165,1165,1165,05,0,0,41,44,85
2020-03-24,AS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6be3aad6eae6ca42ef1d4cf38e24ab40cf817ce1,0,NA,0,0,0,60,0,0,0,0,0
2020-03-24,AZ,357,313,22,NA,NA,NA,NA,NA,NA,NA,e5040b6755e38071fb65133e5ff2fb1d49b41c70,5,NA,692,670,670,04,3,0,4,92,96
2020-03-24,CA,2102,13452,12100,NA,NA,NA,NA,NA,NA,NA,de4019ee1e7e99d093947ecd2a91c6093439f221,40,NA,27654,15554,15554,06,13,0,885,369,1254
2020-03-24,CO,720,5504,NA,NA,72,NA,NA,NA,NA,NA,c947881e894b49f30ec05924ca6a34637dddc741,7,72,6224,6224,6224,08,1,14,659,129,788
2020-03-24,CT,618,4682,NA,71,NA,NA,NA,NA,NA,NA,0029ca1528305bb39b465eaadfee22f7cc558888,12,NA,5300,5300,5300,09,2,0,597,203,800
2020-03-24,DC,137,1195,2,NA,NA,NA,NA,NA,NA,NA,b0e3891c7034fd64b2031778208ec8934a5f2ddf,2,NA,1334,1332,1332,11,0,0,82,21,103
2020-03-24,DE,91,36,NA,NA,NA,NA,NA,NA,NA,NA,87f8b0a23f5fb9719ce50fb40b83be4b7fd9b03b,0,NA,127,127,127,10,0,0,0,23,23
2020-03-24,FL,1412,13127,1008,NA,259,NA,NA,NA,NA,NA,01f224778b595c53a53b114c66966c5987214220,18,259,15547,14539,14539,12,4,42,2064,241,2305
2020-03-24,GA,1026,4458,NA,NA,NA,NA,NA,NA,NA,NA,837865a88d570829d28bd06b24a4d97e5e901ddb,32,NA,5484,5484,5484,13,7,0,161,254,415
2020-03-24,GU,32,201,NA,5,NA,NA,NA,NA,NA,NA,277343684f9e9751ef5a043c295d7c4da955a35e,1,NA,233,233,233,66,0,0,40,3,43
2020-03-24,HI,77,3589,NA,NA,4,NA,NA,NA,NA,NA,c8688910d03a46dcdec0bba2338d32b386e8e7af,NA,4,3666,3666,3666,15,0,4,634,21,655
2020-03-24,IA,124,2315,NA,NA,27,NA,NA,NA,NA,NA,7cc0fd2b921b97c1bfacb447011ac898b4781078,NA,27,2439,2439,2439,19,0,27,272,19,291
2020-03-24,ID,50,1887,NA,NA,NA,NA,NA,NA,NA,NA,027fc25af7fa5b80a0a2d8e1f588710a5a0b223f,0,NA,1937,1937,1937,16,0,0,578,3,581
2020-03-24,IL,1535,9934,NA,NA,NA,NA,NA,NA,NA,NA,9c757789b4681fc36efffd962d3e75fb4ee6374f,16,NA,11469,11469,11469,17,4,0,1351,262,1613
2020-03-24,IN,365,2566,NA,NA,1,NA,NA,NA,NA,NA,d20aff6badc212807b7cd5db58fc6d2b08795e49,12,1,2931,2931,2931,18,5,0,865,106,971
2020-03-24,KS,98,2086,NA,NA,NA,NA,NA,NA,NA,NA,282cc098a42c426e6cf2f9a0d3fcff306bfe1547,2,NA,2184,2184,2184,20,0,0,1669,16,1685
2020-03-24,KY,124,1762,NA,NA,NA,NA,NA,NA,NA,NA,7f736e70b653bb755683c7b68cb76e5e19b363de,4,NA,1886,1886,1886,21,1,0,0,20,20
2020-03-24,LA,1388,7215,NA,271,NA,NA,NA,NA,NA,NA,ae625456c944c9cff54c9690466a68e937f61f64,46,NA,8603,8603,8603,22,12,0,2439,216,2655
2020-03-24,MA,1159,12590,NA,NA,94,NA,NA,NA,NA,NA,7dba190b6c130ef5b8427912adbcf550a3e63368,11,94,13749,13749,13749,25,2,15,4445,382,4827
2020-03-24,MD,349,94,NA,NA,NA,NA,NA,NA,NA,NA,266357ae1f44a606612441a5a7418a525dda2e4b,3,NA,443,443,443,24,0,0,0,61,61
2020-03-24,ME,125,3014,NA,NA,NA,NA,NA,NA,NA,NA,9f0c2d2a6bfd36968270dd1dce4ecdfcb0e894bd,NA,NA,3139,3139,3139,23,0,0,223,18,241
2020-03-24,MI,6441,5796,NA,NA,NA,NA,NA,NA,NA,NA,66254caf8469cb1c8d0754f0db17253a5d906c37,24,NA,12237,12237,12237,26,9,0,1099,652,1751
2020-03-24,MN,262,5550,NA,NA,21,NA,NA,NA,NA,NA,4359be22f1d018582c52f57f0005ecd6da7e3697,1,21,5812,5812,5812,27,0,4,1039,27,1066
2020-03-24,MO,183,369,NA,NA,NA,NA,NA,NA,NA,NA,9e947531084071a07ed377efd8d57dac769fed9f,3,NA,552,552,552,29,0,0,0,0,0
2020-03-24,MP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,52d83ea3d9e40fdcb085782a62b7e421b38959eb,0,NA,0,0,0,69,0,0,0,0,0
2020-03-24,MS,320,1552,NA,NA,86,NA,NA,NA,NA,NA,4b6d159c684e2e8f23fc95e94397d786890afbd4,1,86,1872,1872,1872,28,0,53,409,71,480
2020-03-24,MT,46,1643,NA,NA,NA,NA,NA,NA,NA,NA,fc865b228236789c9beaaf57416291a8b341f1ed,NA,NA,1689,1689,1689,30,0,0,497,12,509
2020-03-24,NC,398,8141,NA,NA,NA,NA,NA,NA,NA,NA,48a75030e4fdc67a802eb4afde3e104c229b4eca,0,NA,8539,8539,8539,37,0,0,0,101,101
2020-03-24,ND,34,1454,NA,NA,5,NA,NA,NA,NA,NA,4e468d07760eca0f47732febc8a8afab1800febe,0,5,1488,1488,1488,38,0,1,101,4,105
2020-03-24,NE,52,975,NA,NA,NA,NA,NA,NA,NA,NA,8b9d1afc73a62509d249a7f707364e01b05db6b1,0,NA,1027,1027,1027,31,0,0,619,2,621
2020-03-24,NH,101,1447,869,NA,11,NA,NA,NA,NA,NA,eb6013bb5115cbbe92d9b4d3830dd1fc8f64c164,1,11,2417,1548,1548,33,1,11,73,23,96
2020-03-24,NJ,3675,8325,45,NA,NA,NA,NA,NA,NA,NA,3298b6676fb93503cc4695dfd502db188db72854,44,NA,12045,12000,12000,34,17,0,7966,831,8797
2020-03-24,NM,83,5890,NA,NA,NA,NA,NA,NA,NA,NA,01ee7963abb7aa5321d1d1ea06baaad72fc05588,NA,NA,5973,5973,5973,35,0,0,569,18,587
2020-03-24,NV,278,3954,NA,NA,NA,NA,NA,NA,NA,NA,7850dc16931857b0e4f9b31620513a89c7ce8cda,4,NA,4232,4232,4232,32,0,0,464,33,497
2020-03-24,NY,25665,65605,NA,NA,3234,NA,NA,NA,NA,NA,ea3323c8187b8ff5574d3576f83791e01dd1521f,210,3234,91270,91270,91270,36,96,599,8191,4790,12981
2020-03-24,OH,564,140,NA,NA,145,NA,NA,NA,NA,NA,63b5a22304ed473e83bfbf270a76c1032acea29e,8,145,704,704,704,39,2,41,0,122,122
2020-03-24,OK,106,735,NA,NA,25,NA,NA,NA,NA,NA,6f7920a3fbf6e8734988631827d4e088b3e392e1,3,25,841,841,841,40,1,10,41,25,66
2020-03-24,OR,209,4350,NA,NA,61,NA,NA,NA,NA,NA,48f6f90138b010e86974032f5c2c2831e7fb4a75,8,61,4559,4559,4559,41,3,5,701,18,719
2020-03-24,PA,851,8643,NA,NA,NA,NA,NA,NA,NA,NA,ce0a280d338c6cb38fc09e23260c4a9d36b61a64,7,NA,9494,9494,9494,42,1,0,2048,207,2255
2020-03-24,PR,39,268,42,NA,NA,NA,NA,NA,NA,NA,a4422b62864b4880eb9b5ca60650238cb712aae5,2,NA,349,307,307,72,0,0,79,8,87
2020-03-24,RI,124,1200,77,NA,NA,NA,NA,NA,NA,NA,83b358e9dcb98725c3bf61a3b2beb27af76f6c0c,NA,NA,1401,1324,1324,44,0,0,57,18,75
2020-03-24,SC,298,2012,NA,NA,NA,NA,NA,NA,NA,NA,3ee6b47e4fe208a1a7422880f344f3f32f67679b,5,NA,2310,2310,2310,45,0,0,546,0,546
2020-03-24,SD,30,790,268,NA,NA,NA,NA,NA,NA,NA,f1b660e61e0b8a627c426d7b62a346a72b2e7797,1,NA,1088,820,820,46,0,0,28,2,30
2020-03-24,TN,667,10517,NA,NA,NA,NA,NA,NA,NA,NA,4c9bb8e4a36f22b926ee84af65928e341d4fef89,2,NA,11184,11184,11184,47,0,0,7245,52,7297
2020-03-24,TX,410,10757,NA,NA,NA,NA,NA,NA,NA,NA,f004eb8a9503c7e97a5fc6cd7c6d33278d7a4305,9,NA,11167,11167,11167,48,1,0,1054,58,1112
2020-03-24,UT,299,5524,NA,NA,NA,NA,NA,NA,NA,NA,ded18a05ae98e3a2dd796af47b0463703d38fd1e,1,NA,5823,5823,5823,49,0,0,734,42,776
2020-03-24,VA,290,4180,NA,NA,45,NA,NA,NA,NA,NA,c50739256e2bff651beb24c7d3bf783301d228bd,7,45,4470,4470,4470,51,1,7,737,36,773
2020-03-24,VI,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,43ac7cddd17387c1b7958570250a1d74710ce525,NA,NA,17,17,17,78,0,0,0,0,0
2020-03-24,VT,95,1440,NA,NA,NA,NA,NA,NA,NA,NA,a0057043daf21cd5b60d9e10d5109d9aa2dbb574,7,NA,1535,1535,1535,50,2,0,334,20,354
2020-03-24,WA,2823,31712,NA,NA,NA,NA,NA,NA,NA,NA,f5aae5ff5c18cb2463b51a6c33aeee46e9643ca7,142,NA,34535,34535,34535,53,9,0,2833,373,3206
2020-03-24,WI,457,8237,NA,NA,NA,NA,NA,NA,NA,NA,f3b3b8071eeb99db0f8a0ba361cffbf1d17aa843,5,NA,8694,8694,8694,55,0,0,1187,41,1228
2020-03-24,WV,20,610,0,NA,1,NA,NA,NA,NA,NA,b1e8c04bf831d17f0262bc42ab7656b32f937f44,0,1,630,630,630,54,0,0,166,4,170
2020-03-24,WY,29,710,NA,NA,NA,NA,NA,NA,NA,NA,98459e884507e1d53a1bdd0bc4cb1ab9ccd26ffc,NA,NA,739,739,739,56,0,0,118,3,121
2020-03-23,AK,22,946,NA,NA,0,NA,NA,NA,NA,NA,5b877bb95cb6757628e204dc5d905269b0adeb80,NA,0,968,968,968,02,0,0,0,0,0
2020-03-23,AL,167,1665,NA,NA,NA,NA,NA,NA,NA,NA,83712877a917de925fb93de8aaa8443850e13f5e,0,NA,1832,1832,1832,01,0,0,201,29,230
2020-03-23,AR,174,906,NA,13,NA,NA,NA,NA,NA,NA,71896654761ce8d7ad037266afe060c7c3aca297,0,NA,1080,1080,1080,05,0,0,195,9,204
2020-03-23,AS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90a046f9acb7ff5dfa0d4311a5b944b5103ab579,0,NA,0,0,0,60,0,0,0,0,0
2020-03-23,AZ,265,309,6,NA,NA,NA,NA,NA,NA,NA,14d6aadf353c2d7f46fa679d1eef562ab766560e,2,NA,580,574,574,04,0,0,27,113,140
2020-03-23,CA,1733,12567,12100,NA,NA,NA,NA,NA,NA,NA,71c982ee815f7305f8cc4c93014774584620fa5f,27,NA,26400,14300,14300,06,0,0,1263,197,1460
2020-03-23,CO,591,4845,NA,NA,58,NA,NA,NA,NA,NA,6b1fa67763ae63bce2ebcbebf278b71c202743cd,6,58,5436,5436,5436,08,1,9,770,116,886
2020-03-23,CT,415,4085,NA,54,NA,NA,NA,NA,NA,NA,d805e0c66ee0456c42148c9494eba857b18aec51,10,NA,4500,4500,4500,09,5,0,1208,192,1400
2020-03-23,DC,116,1113,NA,NA,NA,NA,NA,NA,NA,NA,a4ac9750469218e985257eae6f8bf345a38e2e94,2,NA,1229,1229,1229,11,1,0,156,18,174
2020-03-23,DE,68,36,NA,NA,NA,NA,NA,NA,NA,NA,ccdc7a3c1ce545efc42901ab13fd6f7add956503,0,NA,104,104,104,10,0,0,0,12,12
2020-03-23,FL,1171,11063,860,NA,217,NA,NA,NA,NA,NA,fefea265e78e4106c70c1907bee630dd8b5d76ad,14,217,13094,12234,12234,12,1,32,3073,341,3414
2020-03-23,GA,772,4297,NA,NA,NA,NA,NA,NA,NA,NA,0f7832c9c3f96874233ce85032ac2f2d78f66eb8,25,NA,5069,5069,5069,13,2,0,877,172,1049
2020-03-23,GU,29,161,NA,NA,NA,NA,NA,NA,NA,NA,ce31ff4a54165054ac6f5f94f5fe0f449c7fa847,1,NA,190,190,190,66,0,0,35,2,37
2020-03-23,HI,56,2955,NA,NA,NA,NA,NA,NA,NA,NA,a64b1c79f254b53625563c06841dd934ec71c54b,NA,NA,3011,3011,3011,15,0,0,2692,8,2700
2020-03-23,IA,105,2043,NA,NA,NA,NA,NA,NA,NA,NA,e300223bdb614731413a2a2689d16cd9d67b28be,NA,NA,2148,2148,2148,19,0,0,828,15,843
2020-03-23,ID,47,1309,NA,NA,NA,NA,NA,NA,NA,NA,671c3f6d3a73ffe687fb7f61e9f4ee48557c2217,0,NA,1356,1356,1356,16,0,0,134,5,139
