date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-04-14,AK,285,8063,NA,NA,32,NA,NA,NA,NA,98,5315a4f1841f006de941785d317d4bb3057063e2,9,32,8348,8348,8348,02,1,0,510,8,518
2020-04-14,AL,3876,29241,NA,NA,493,NA,210,NA,132,NA,fdef67fc2526eb4972bb573db30ce225d2ac391e,110,493,33117,33117,33117,01,11,36,3793,142,3935
2020-04-14,AR,1480,19651,NA,81,130,NA,43,29,39,427,907ec6f1eeb2bdbc47087e6f29f8dd66d4e03d99,30,130,21131,21131,21131,05,0,0,257,70,327
2020-04-14,AS,0,3,17,NA,NA,NA,NA,NA,NA,NA,185c50b581ff3a04f08affd4eb6d8739e5f920fa,NA,NA,20,3,3,60,0,0,0,0,0
2020-04-14,AZ,3806,40290,NA,580,NA,286,NA,216,NA,249,7afc2afc97a6d3d4ee3cc637067272a2584445f8,131,NA,44096,44096,44096,04,9,0,645,104,749
2020-04-14,CA,23338,178870,13200,5163,NA,1552,NA,NA,NA,NA,1f65c8b2d5328790f9cbedda2bfe2325921ed07a,758,NA,215408,202208,202208,06,71,0,10336,990,11326
2020-04-14,CO,7691,31051,NA,NA,1493,NA,NA,NA,NA,NA,7f51669ab57dbb2046285fb145ba413cb35f258f,308,1493,38742,38742,38742,08,4,21,1201,7,1208
2020-04-14,CT,13989,31852,NA,1779,NA,NA,NA,NA,NA,NA,78f6969207143e30d7e31c57727060aa6dceb19d,671,NA,45841,45841,45841,09,69,0,924,608,1532
2020-04-14,DC,2058,9460,NA,295,NA,95,NA,31,NA,518,dc7f96bf94ab41fd6342449f5b01cbfdcb6afdbe,67,NA,11518,11518,11518,11,14,0,481,103,584
2020-04-14,DE,1761,10543,NA,204,NA,NA,NA,NA,NA,277,0b4aa321c592c1b78fe25c7303b5c9ff0bd9eaf2,41,NA,12304,12304,12304,10,6,0,348,136,484
2020-04-14,FL,21367,181813,1275,NA,3060,NA,NA,NA,NA,NA,b577561bc8ed7135d1d5f86319c7618eb4d7e8d7,537,3060,204455,203180,203180,12,54,227,6207,766,6973
2020-04-14,GA,14223,47572,NA,NA,2769,NA,NA,NA,NA,NA,e98314a9ad82070e5aab98fae3a637052d835ecd,501,2769,61795,61795,61795,13,37,180,3866,908,4774
2020-04-14,GU,135,811,NA,13,NA,2,NA,2,NA,66,43a8d7bd2d2ca1d17d7c5b60af65bfeafadabcb1,5,NA,946,946,946,66,0,0,41,0,41
2020-04-14,HI,504,18916,NA,NA,44,NA,NA,NA,NA,315,e01e426d6c9851f6dff5ffdfb923dd0b2ccfa9e6,9,44,19420,19420,19420,15,0,0,571,5,576
2020-04-14,IA,1899,16986,NA,163,NA,73,NA,41,NA,741,ebcf272676e4b8542c2534292aab391679f1a075,49,NA,18885,18885,18885,19,6,0,0,189,189
2020-04-14,ID,1453,13661,NA,NA,135,NA,38,NA,NA,NA,777ef89768a10db7c9c8a2399853b4b909947c6e,33,135,15114,15114,15114,16,6,3,206,27,233
2020-04-14,IL,23247,87369,NA,4283,NA,1189,NA,796,NA,NA,193239d8b51a59855b00a55edee15ee316951607,868,NA,110616,110616,110616,17,74,0,3626,1222,4848
2020-04-14,IN,8527,37490,NA,NA,NA,721,NA,435,NA,NA,b69228298ef925c76acd39e5442c5bcc0d3f60d0,388,NA,46017,46017,46017,18,38,0,1187,291,1478
2020-04-14,KS,1426,12721,NA,NA,327,NA,NA,NA,NA,NA,bda44e265aa550daef73afb7ebc3569012d9df95,69,327,14147,14147,14147,20,7,18,233,50,283
2020-04-14,KY,2048,24635,NA,299,673,136,259,NA,NA,629,2b7342b70a38c752c22a13316b8d1e0a23e4ad2a,104,673,26683,26683,26683,21,7,6,732,85,817
2020-04-14,LA,21518,96904,NA,1977,NA,NA,NA,436,NA,NA,9b6c1ac221a66ad81a99cc1b339c9508902561d8,1013,NA,118422,118422,118422,22,129,0,9829,502,10331
2020-04-14,MA,28163,98388,NA,NA,2340,NA,NA,NA,NA,NA,0dee1cca420ee95346e9418b3d48b140c8666b91,957,2340,126551,126551,126551,25,113,0,3206,1296,4502
2020-04-14,MD,9472,44261,NA,NA,2122,NA,NA,NA,NA,607,2e95981d2f117826eb9aa5b28b4816a376ce9284,302,2122,53733,53733,53733,24,40,147,1446,536,1982
2020-04-14,ME,734,11608,NA,58,124,21,NA,9,NA,292,07611c393a61a586a42b1766b55713cde98bf804,20,124,12342,12342,12342,23,1,0,0,36,36
2020-04-14,MI,27001,59225,NA,3910,NA,1497,NA,1235,NA,452,2f9554ed2cfa321ae23a7feb3e0e69139276697b,1768,NA,86226,86226,86226,26,166,0,2216,1366,3582
2020-04-14,MN,1695,37546,NA,177,405,75,155,NA,NA,909,582ed8cc017fc1db3291ebb7cb62aa9ba87408fe,79,405,39241,39241,39241,27,9,44,769,45,814
2020-04-14,MO,4686,43292,NA,1041,NA,NA,NA,NA,NA,NA,4f05ef3a06d242a9732b6cffbf6a78bcf81f4925,133,NA,47978,47978,47978,29,19,0,2252,298,2550
2020-04-14,MP,13,27,7,NA,NA,NA,NA,NA,NA,NA,a825a7fc1d8625af08be8708a47baf7916020de0,2,NA,47,40,40,69,0,0,0,2,2
2020-04-14,MS,3087,34791,NA,NA,596,154,NA,99,NA,NA,956818cd92a3e7624c9d5b71ccc385f74c294bea,111,596,37878,37878,37878,28,13,47,6749,145,6894
2020-04-14,MT,399,8835,NA,24,50,NA,NA,NA,NA,197,fc436784be7707d945e86cb69153f25edaa5b085,7,50,9234,9234,9234,30,0,3,131,5,136
2020-04-14,NC,5024,60015,NA,418,NA,NA,NA,NA,NA,NA,25b8ebc740c6a41636dcd7006640fa333d730ee5,108,NA,65039,65039,65039,37,22,0,1443,208,1651
2020-04-14,ND,341,10575,NA,13,42,NA,NA,NA,NA,138,aebdbc20ca0b8176e70cdf76eb4121decf48183e,9,42,10916,10916,10916,38,1,2,125,10,135
2020-04-14,NE,871,10486,NA,NA,NA,NA,NA,NA,NA,NA,2a5e766de0b445c7f853572fbc5148b7ab52824b,18,NA,11357,11357,11357,31,1,0,328,57,385
2020-04-14,NH,1020,10590,25,72,152,NA,NA,NA,NA,249,a319f3c068f24a5e63d20b17ba8de4a3df3174b9,23,152,11635,11610,11610,33,0,0,368,35,403
2020-04-14,NJ,68824,70950,NA,8185,NA,2051,NA,1626,NA,NA,ad30f78b85ddfe5a8b36f19576395a501bb3d39a,2805,NA,139774,139774,139774,34,362,0,6065,4240,10305
2020-04-14,NM,1345,30625,NA,87,181,NA,NA,NA,NA,304,1ea50b47aeebd4b2d54a4f9eb5a54ebe59b81e96,31,181,31970,31970,31970,35,5,181,1355,100,1455
2020-04-14,NV,3088,23573,NA,NA,NA,NA,NA,NA,NA,NA,84edea65ba96938737a829b8879e09cdb21897fd,120,NA,26661,26661,26661,32,6,0,1080,117,1197
2020-04-14,NY,202208,296935,NA,18697,46201,5225,NA,NA,NA,23887,af7e566432a9ff3be22212c6e53deadb87354a33,10834,46201,499143,499143,499143,36,778,3489,13609,7177,20786
2020-04-14,OH,7153,60721,NA,NA,2156,NA,654,NA,NA,NA,5563ce4cc048b615be4620e733469f6d2471b34f,324,2156,67874,67874,67874,39,50,123,2584,178,2762
2020-04-14,OK,2184,26085,NA,194,488,107,NA,NA,NA,1060,ad6efc671514f779a7ccf3bfde09ed25ac56da73,108,488,28269,28269,28269,40,9,31,5295,115,5410
2020-04-14,OR,1633,30730,NA,311,381,88,NA,44,NA,NA,0c9baedd69ce60c44de18753cb549c293194d646,55,381,32363,32363,32363,41,2,12,1193,49,1242
2020-04-14,PA,25345,108286,NA,2317,NA,NA,NA,675,NA,NA,01a6ae891224a47f84ff9b40c7a77eaddcd245be,584,NA,133631,133631,133631,42,60,0,2693,1146,3839
2020-04-14,PR,923,6284,1322,NA,NA,NA,NA,NA,NA,NA,416f53bbee917cbd5e0bccfba96b673ad5d98cb5,45,NA,8529,7207,7207,72,0,0,324,20,344
2020-04-14,RI,3251,19649,NA,213,331,48,NA,NA,NA,135,100fdd28f2a198c44f8475616daa554985d0fc15,80,331,22900,22900,22900,44,7,0,1964,275,2239
2020-04-14,SC,3553,30319,NA,NA,675,NA,NA,NA,NA,NA,b94c2f7d81c3145ed3927482fb441c1f24f64a37,97,675,33872,33872,33872,45,15,179,2213,234,2447
2020-04-14,SD,988,8308,0,NA,45,NA,NA,NA,NA,261,633f2e47635d660194aed76366c88094e21f2f42,6,45,9296,9296,9296,46,0,1,174,120,294
2020-04-14,TN,5823,73008,NA,NA,633,NA,NA,NA,NA,1969,44227e48a2f27f48600c51aeecc0ca4cb23464bf,124,633,78831,78831,78831,47,15,54,2423,213,2636
2020-04-14,TX,14624,131843,NA,1409,NA,NA,NA,NA,NA,2580,8dc9304f7eab3e5e43e2e6466c0e0a4a6d729443,318,NA,146467,146467,146467,48,31,0,12523,718,13241
2020-04-14,UT,2412,44064,NA,NA,213,NA,NA,NA,NA,218,b371027ae74241bec0dac952659857e3af0b88d7,19,213,46476,46476,46476,49,1,12,640,49,689
2020-04-14,VA,6171,36592,469,1282,NA,422,NA,276,NA,721,2356538f4c6deef4a2077015f365e0578fc8a7a1,154,NA,43232,42763,42763,51,5,0,938,424,1362
2020-04-14,VI,51,326,23,NA,NA,NA,NA,NA,NA,44,facae52660ca43c775c83bd24ccbfcaad65b267c,1,NA,400,377,377,78,0,0,4,0,4
2020-04-14,VT,752,9833,NA,64,NA,NA,NA,NA,NA,15,061b7b60b1af06764026b91889bc830546a1947f,29,NA,10585,10585,10585,50,1,0,215,4,219
2020-04-14,WA,10538,83391,NA,387,NA,98,NA,NA,NA,NA,65b046c98b977d464143a3d7e61ed5aefeb84ae6,516,NA,93929,93929,93929,53,8,0,0,127,127
2020-04-14,WI,3555,37997,277,432,1049,161,283,NA,NA,NA,7a5f920f1bcc93e475c2a8662cb23daac46aa584,170,1049,41829,41552,41552,55,16,56,1228,127,1355
2020-04-14,WV,640,16398,NA,87,164,38,73,25,50,147,fdba0b7e2f9ca5d0216104868608ec2443bb58d8,9,164,17038,17038,17038,54,0,0,369,14,383
2020-04-14,WY,275,5689,NA,NA,43,NA,NA,NA,NA,140,569247545c3e5e81d159451c48da2af5143aa092,1,43,5964,5964,5964,56,0,2,0,0,0
2020-04-13,AK,277,7553,NA,NA,32,NA,NA,NA,NA,85,67560e7c63366eea20aa9e68ec2f1d41b712ce9a,8,32,7830,7830,7830,02,0,1,-213,5,-208
2020-04-13,AL,3734,25448,NA,NA,457,NA,189,NA,119,NA,fa960b1ff153c2babf5a49ba770f497397565eba,99,457,29182,29182,29182,01,6,20,7390,209,7599
2020-04-13,AR,1410,19394,NA,74,130,NA,43,28,39,391,babc64d1c0a349d46b8b6acb6d58ae86d81a931a,30,130,20804,20804,20804,05,3,0,952,130,1082
2020-04-13,AS,0,3,NA,NA,NA,NA,NA,NA,NA,NA,126d68a7fa8062e651ab412124fc1136d7cba009,NA,NA,3,3,3,60,0,0,0,0,0
2020-04-13,AZ,3702,39645,NA,525,NA,286,NA,195,NA,NA,0ce3933cdbea79fb6bb942023171da802a935825,122,NA,43347,43347,43347,04,7,0,1075,163,1238
2020-04-13,CA,22348,168534,13200,3015,NA,1178,NA,NA,NA,NA,aa396d040ac6c94b3d80e0f82bfb7a57cf2eb4d1,687,NA,204082,190882,190882,06,36,0,0,554,554
2020-04-13,CO,7684,29850,NA,NA,1472,NA,NA,NA,NA,NA,3f4fc2590c8e67ebcbcc629442ec0863ce3fc0ba,304,1472,37534,37534,37534,08,30,96,1870,791,2661
2020-04-13,CT,13381,30928,NA,1760,NA,NA,NA,NA,NA,NA,c71d686a95c48387544bce6a9fbeba963f66f34f,602,NA,44309,44309,44309,09,48,0,1743,1346,3089
2020-04-13,DC,1955,8979,NA,295,NA,95,NA,31,NA,507,ef361e87bc64c70ef055a6e97fa41b9f0da370ed,53,NA,10934,10934,10934,11,3,0,214,80,294
2020-04-13,DE,1625,10195,NA,201,NA,NA,NA,NA,NA,213,f7f84986055ab03b462b21ea11cc6ea24aacf9c7,35,NA,11820,11820,11820,10,2,0,571,146,717
2020-04-13,FL,20601,175606,1789,NA,2833,NA,NA,NA,NA,NA,5fe41e1e2a1be283194c989166518cf5d80303ee,483,2833,197996,196207,196207,12,18,61,12208,1246,13454
2020-04-13,GA,13315,43706,NA,NA,2589,NA,NA,NA,NA,NA,d0deb48e89f93932727868c6d10d2f651f8efc64,464,2589,57021,57021,57021,13,31,84,1705,863,2568
2020-04-13,GU,135,770,NA,12,NA,2,NA,2,NA,58,383fdeb7253f4ed73938675b0b186f25cad68340,5,NA,905,905,905,66,0,0,77,2,79
2020-04-13,HI,499,18345,NA,NA,44,NA,6,NA,2,310,54e5a0f2d498944226791b8f435fce69e44256e0,9,44,18844,18844,18844,15,1,0,863,13,876
2020-04-13,IA,1710,16986,NA,142,NA,70,NA,41,NA,741,8d7ec2ae1e1870221675951d652464cfc0a22796,43,NA,18696,18696,18696,19,2,0,981,123,1104
2020-04-13,ID,1426,13455,NA,NA,132,NA,38,NA,NA,NA,3734e946519c646c233e93adb5afa4fe1e45abcc,27,132,14881,14881,14881,16,0,1,554,19,573
2020-04-13,IL,22025,83743,NA,3680,NA,1166,NA,821,NA,NA,77d9c32803a4b81b867134206c0118eccce7c35f,794,NA,105768,105768,105768,17,74,0,3860,1173,5033
2020-04-13,IN,8236,36303,NA,NA,NA,740,NA,459,NA,NA,923393ceb4fd69f45c83176518953b957dc59e39,350,NA,44539,44539,44539,18,7,0,1742,308,2050
2020-04-13,KS,1376,12488,NA,NA,309,NA,NA,NA,NA,NA,d1e24b154340c63d12d49325cd6925ef2b57c9da,62,309,13864,13864,13864,20,6,11,572,39,611
2020-04-13,KY,1963,23903,NA,289,667,136,256,NA,NA,607,68d8821e644d265098d60ae69248fa3f4ccec80b,97,667,25866,25866,25866,21,3,208,1176,123,1299
2020-04-13,LA,21016,87075,NA,2134,NA,NA,NA,461,NA,NA,41f0e163c98a2af797eedef51a39016330e66076,884,NA,108091,108091,108091,22,44,0,3625,421,4046
2020-04-13,MA,26867,95182,NA,NA,2340,NA,NA,NA,NA,NA,e5fd62f97e262976af64f9c26600a09978595439,844,2340,122049,122049,122049,25,88,105,3927,1392,5319
2020-04-13,MD,8936,42815,NA,NA,1975,NA,NA,NA,NA,603,f9a5a804498e6bd539f46271022967a0ecb0ed72,262,1975,51751,51751,51751,24,27,115,1276,711,1987
2020-04-13,ME,698,11608,NA,22,124,NA,NA,NA,NA,273,a49d6c928981fe2e87c948002d33bb30477dc086,19,124,12306,12306,12306,23,0,4,5520,65,5585
2020-04-13,MI,25635,57009,NA,3986,NA,1570,NA,1365,NA,447,66c92c8befd3220371550c8729f82fa8d7a17a3a,1602,NA,82644,82644,82644,26,115,0,2210,997,3207
2020-04-13,MN,1650,36777,NA,157,361,74,146,NA,NA,842,58b6311ace3e68e769980be6addd27758f367182,70,361,38427,38427,38427,27,0,0,977,29,1006
2020-04-13,MO,4388,41040,NA,988,NA,NA,NA,NA,NA,NA,48de0f7d502836ea55ad90341d91104f716ea7ed,114,NA,45428,45428,45428,29,4,0,0,228,228
2020-04-13,MP,11,27,9,NA,NA,NA,NA,NA,NA,NA,280aea9a94f99710bfa80e49afa6f4b533e0872e,2,NA,47,38,38,69,0,0,0,0,0
2020-04-13,MS,2942,28042,NA,NA,549,124,NA,84,NA,NA,6869fbdb314470af627e647ba339e869756a8298,98,549,30984,30984,30984,28,2,1,9410,161,9571
2020-04-13,MT,394,8704,NA,21,47,NA,NA,NA,NA,171,1ee9635f3af084d2b1703ac61739fd9440358304,7,47,9098,9098,9098,30,1,0,178,7,185
2020-04-13,NC,4816,58572,NA,313,NA,NA,NA,NA,NA,NA,813a9cb064e17ff6e72219744f027f5088392253,86,NA,63388,63388,63388,37,5,0,953,296,1249
2020-04-13,ND,331,10450,NA,13,40,NA,NA,NA,NA,127,74ba42bdde7f9eefc5627f7c42c8f940763bbc2b,8,40,10781,10781,10781,38,0,1,408,23,431
2020-04-13,NE,814,10158,NA,NA,NA,NA,NA,NA,NA,NA,dca6111ee5fb521097ef8b27743c224713cc5092,17,NA,10972,10972,10972,31,0,0,258,23,281
2020-04-13,NH,985,10222,125,NA,152,NA,NA,NA,NA,239,4c755414bd724a745f7c748ed32bd161be48e6a5,23,152,11332,11207,11207,33,0,6,226,56,282
2020-04-13,NJ,64584,64885,NA,7781,NA,1886,NA,1611,NA,NA,f10013846bdebee508305109342406d19382e1b7,2443,NA,129469,129469,129469,34,93,0,0,2734,2734
2020-04-13,NM,1245,29270,NA,80,NA,NA,NA,NA,NA,295,2b1efe12b5e1e2732ca1c703e1b1d85dac4ae8c9,26,NA,30515,30515,30515,35,6,0,1752,71,1823
2020-04-13,NV,2971,22493,NA,NA,NA,NA,NA,NA,NA,NA,9dc1eb61a67199b2b083862e2949d04b07670a87,114,NA,25464,25464,25464,32,2,0,718,135,853
2020-04-13,NY,195031,283326,NA,18825,42712,5156,NA,NA,NA,23887,286aa877043319eac31dd16ed268926cee8f6d4a,10056,42712,478357,478357,478357,36,671,118,10419,6337,16756
2020-04-13,OH,6975,58137,NA,NA,2033,NA,613,NA,NA,NA,fed2c54bfbaa53e982b6d3a6d9018362e8227a75,274,2033,65112,65112,65112,39,21,85,1498,371,1869
2020-04-13,OK,2069,20790,NA,383,457,191,NA,NA,NA,865,4191ae6166d8548c2596587043111b10ac96c6c2,99,457,22859,22859,22859,40,3,11,0,99,99
2020-04-13,OR,1584,29537,NA,321,369,96,NA,50,NA,NA,b512824791533724a49c30378f83ab6c5f8f440c,53,369,31121,31121,31121,41,1,10,1306,57,1363
2020-04-13,PA,24199,105593,NA,2243,NA,NA,NA,669,NA,NA,d3f878ae067f662c5425d813556e38963ac10e24,524,NA,129792,129792,129792,42,17,0,3536,1366,4902
2020-04-13,PR,903,5960,1288,NA,NA,NA,NA,NA,NA,NA,2e02e70aac0ed14a854e5bf23ecc53dc59ee0fce,45,NA,8151,6863,6863,72,1,0,141,6,147
2020-04-13,RI,2976,17685,NA,197,331,50,NA,26,NA,135,c8feb721e136d0a52f133a66a069ffbb7e80691d,73,331,20661,20661,20661,44,10,331,0,311,311
2020-04-13,SC,3319,28106,NA,NA,496,NA,NA,NA,NA,NA,e39bcc755d0cc87ba9446729a4a1241d4fee6776,82,496,31425,31425,31425,45,0,0,0,0,0
2020-04-13,SD,868,8134,0,NA,44,NA,NA,NA,NA,207,d6fdd504a7297a9ad1ec09a772f7cd53ad90d099,6,44,9002,9002,9002,46,0,1,311,138,449
2020-04-13,TN,5610,70585,NA,NA,579,NA,NA,NA,NA,1671,4798bcbacd867bc269aac274fc75fc9fd32df2cb,109,579,76195,76195,76195,47,8,12,5216,302,5518
2020-04-13,TX,13906,119320,NA,1176,NA,NA,NA,NA,NA,2269,6f951cbd8c25986d844e2e30c3718cb9cfea2fbc,287,NA,133226,133226,133226,48,16,0,8271,422,8693
2020-04-13,UT,2363,43424,NA,NA,201,NA,NA,NA,NA,218,9da0e13ad75b4e608cac7956fda03bd19ba2d526,18,201,45787,45787,45787,49,0,6,1493,60,1553
2020-04-13,VA,5747,35654,473,1238,NA,428,NA,302,NA,NA,e6cfda1e1cbf4242dfa8c853d239fdd36d5a6381,149,NA,41874,41401,41401,51,8,0,943,473,1416
2020-04-13,VI,51,322,2,NA,NA,NA,NA,NA,NA,43,7d5d9e075195e6ae339cf80c000fc025bfebca71,1,NA,375,373,373,78,0,0,23,0,23
2020-04-13,VT,748,9618,NA,33,NA,NA,NA,NA,NA,15,14051825f769b3fefa36f69aef7735081ba73a3d,28,NA,10366,10366,10366,50,1,0,504,21,525
2020-04-13,WA,10411,83391,NA,527,NA,166,NA,NA,NA,NA,276c27ffce7439bceab71ee1f85794d655ad3064,508,NA,93802,93802,93802,53,17,0,0,187,187
2020-04-13,WI,3428,36769,273,442,993,175,264,NA,NA,NA,e47a161cb51e95ae954f5980da5ab396b503ce05,154,993,40470,40197,40197,55,10,19,853,87,940
2020-04-13,WV,626,16029,NA,95,164,43,73,23,50,85,5b88cfc537cbb6ce7e4cf00b79567df0989146aa,9,164,16655,16655,16655,54,1,164,383,15,398
2020-04-13,WY,275,5689,NA,NA,41,NA,NA,NA,NA,138,925408d55d0948b12058c56e5c0acd2eb3b0f93d,1,41,5964,5964,5964,56,1,1,491,14,505
2020-04-12,AK,272,7766,NA,NA,31,NA,NA,NA,NA,66,5f686eece203e247c3bfb219c664517920d7c141,8,31,8038,8038,8038,02,0,0,291,15,306
2020-04-12,AL,3525,18058,NA,NA,437,NA,189,NA,119,NA,a10003b9814203ba98d289480736cff0b00b4009,93,437,21583,21583,21583,01,2,35,0,334,334
2020-04-12,AR,1280,18442,NA,74,130,NA,43,30,39,367,6c7bd80088061ed07c0e558496324807bfdba9e0,27,130,19722,19722,19722,05,3,0,1090,54,1144
2020-04-12,AS,0,3,2,NA,NA,NA,NA,NA,NA,NA,30bdeb66442be44960060acf5492b2203bbe4112,NA,NA,5,3,3,60,0,0,0,0,0
2020-04-12,AZ,3539,38570,NA,NA,NA,NA,NA,NA,NA,NA,994b2dd7ad7e22da1720b4f9eaf7248665bcd81a,115,NA,42109,42109,42109,04,7,0,1433,146,1579
2020-04-12,CA,21794,168534,13200,5234,NA,1539,NA,NA,NA,NA,5838b65659424b8a88297f99ccedb9b0e03fcd2e,651,NA,203528,190328,190328,06,110,0,15930,2322,18252
2020-04-12,CO,6893,27980,NA,NA,1376,NA,NA,NA,NA,NA,fc487014bac1b7ea56b24d519d98a4d230000f02,274,1376,34873,34873,34873,08,24,64,1837,383,2220
2020-04-12,CT,12035,29185,NA,1654,NA,NA,NA,NA,NA,NA,b380ea3514025b20c074c69d84faaec7884c8c82,554,NA,41220,41220,41220,09,60,0,864,525,1389
2020-04-12,DC,1875,8765,NA,NA,NA,NA,NA,NA,NA,493,b4e91978eb47e7033efd60c57d4172799b67fd77,50,NA,10640,10640,10640,11,3,0,504,97,601
2020-04-12,DE,1479,9624,NA,190,NA,NA,NA,NA,NA,191,bf0ecd2e46ae83a0346eac035f0390a92efcb46e,33,NA,11103,11103,11103,10,0,0,0,0,0
2020-04-12,FL,19355,163398,1297,NA,2772,NA,NA,NA,NA,NA,9d192350c4b0bd28255957587d7d0c5092a28934,465,2772,184050,182753,182753,12,27,111,8959,861,9820
2020-04-12,GA,12452,42001,NA,NA,2505,NA,NA,NA,NA,NA,f93274bf897baa6e636ffc45d10d3f8eb44e92e1,433,2505,54453,54453,54453,13,5,26,2445,293,2738
2020-04-12,GU,133,693,NA,13,NA,2,NA,2,NA,58,4ec282f20356475c9133bfb60102022c15aad197,5,NA,826,826,826,66,0,0,0,0,0
2020-04-12,HI,486,17482,NA,NA,44,NA,6,NA,2,300,3026c07fbaa81d7abacb2ad47b32a51871d4c485,8,44,17968,17968,17968,15,0,1,416,21,437
2020-04-12,IA,1587,16005,NA,129,NA,55,NA,30,NA,674,4407491152515f135951ac47a81a3814b6c138dd,41,NA,17592,17592,17592,19,7,0,383,77,460
2020-04-12,ID,1407,12901,NA,NA,131,NA,38,NA,NA,NA,254b387c2694a6e2b909c2c1d5054533175d4851,27,131,14308,14308,14308,16,2,3,533,11,544
2020-04-12,IL,20852,79883,NA,3680,NA,1166,NA,821,NA,NA,5a6cd05b5f034e0c094981d6ca2071b6a682dee2,720,NA,100735,100735,100735,17,43,0,6914,1672,8586
2020-04-12,IN,7928,34561,NA,NA,NA,820,NA,497,NA,NA,6178539b82f582e8df334647211d512ba72a35f9,343,NA,42489,42489,42489,18,13,0,2781,493,3274
2020-04-12,KS,1337,11916,NA,NA,298,NA,NA,NA,NA,NA,c4a60f6d5288d83f3490a787e3237b364c7392ef,56,298,13253,13253,13253,20,1,5,841,69,910
2020-04-12,KY,1840,22727,NA,271,459,105,177,NA,NA,464,6a8b7894876f6171b2c15fa85528a3cddfabb26e,94,459,24567,24567,24567,21,4,0,132,147,279
2020-04-12,LA,20595,83450,NA,2084,NA,NA,NA,458,NA,NA,9aeab99aa0ac14c1c095c7a5aae3603eda67156a,840,NA,104045,104045,104045,22,34,0,6549,581,7130
2020-04-12,MA,25475,91255,NA,NA,2235,NA,NA,NA,NA,NA,17e631ae78eb3208abcba385e2bb9f27bb97a4b6,756,2235,116730,116730,116730,25,70,115,5339,2615,7954
2020-04-12,MD,8225,41539,NA,NA,1860,NA,NA,NA,NA,456,0babcfcedb910d559fde4cb1251327b93972eb14,235,1860,49764,49764,49764,24,29,151,1995,531,2526
2020-04-12,ME,633,6088,NA,NA,120,NA,NA,NA,NA,266,47d53b7fbb72db4bbf66fcb824f6a43854bbbd72,19,120,6721,6721,6721,23,0,6,0,17,17
2020-04-12,MI,24638,54799,NA,3636,NA,1582,NA,1441,NA,433,541b02d2376d6434e90cd4b0a59ecdfbbe1426bb,1487,NA,79437,79437,79437,26,95,0,2778,645,3423
2020-04-12,MN,1621,35800,NA,157,361,74,146,NA,NA,842,8ba9bf84ed5e038d18ac77d2852976ce3d191e5b,70,361,37421,37421,37421,27,6,21,1823,194,2017
2020-04-12,MO,4160,41040,NA,988,NA,NA,NA,NA,NA,NA,e664370ad9aea932c140ade5241b33ec518dfef6,110,NA,45200,45200,45200,29,1,0,1892,136,2028
2020-04-12,MP,11,27,9,NA,NA,NA,NA,NA,NA,NA,8735c3e28769f9480af353e26d1dca6841d381e8,2,NA,47,38,38,69,0,0,0,0,0
2020-04-12,MS,2781,18632,NA,NA,548,NA,NA,NA,NA,NA,2a98ff7258f13e78385d1b59663ed3c26b5183a0,96,548,21413,21413,21413,28,3,20,0,139,139
2020-04-12,MT,387,8526,NA,22,47,NA,NA,NA,NA,169,b26f0da0367eed75b13c3113713e19c2b29cc66e,6,47,8913,8913,8913,30,0,1,322,10,332
2020-04-12,NC,4520,57619,NA,331,NA,NA,NA,NA,NA,NA,630a0bdaed60fd2d71c5d94a21689a3ee8707bde,81,NA,62139,62139,62139,37,1,0,1538,208,1746
2020-04-12,ND,308,10042,NA,12,39,NA,NA,NA,NA,121,13b6bda9e45c4c68f8a91973100e3d5550a53110,8,39,10350,10350,10350,38,1,3,255,15,270
2020-04-12,NE,791,9900,NA,NA,NA,NA,NA,NA,NA,NA,0e4aa19def436c0ea5e28399ed5e83844613e39a,17,NA,10691,10691,10691,31,0,0,615,91,706
2020-04-12,NH,929,9996,119,NA,146,NA,NA,NA,NA,236,570c39e24c2b30f639d27733a214cee15192ff5e,23,146,11044,10925,10925,33,1,12,388,44,432
2020-04-12,NJ,61850,64885,NA,7604,NA,1914,NA,1644,NA,NA,ecb690eaa50b5a250895aa6d678f5381632ffd26,2350,NA,126735,126735,126735,34,167,0,2843,3699,6542
2020-04-12,NM,1174,27518,NA,78,NA,NA,NA,18,NA,235,4c46aa8b48ded5f0b8333dc9014314d918b06528,20,NA,28692,28692,28692,35,1,0,1511,83,1594
2020-04-12,NV,2836,21775,NA,282,NA,NA,NA,NA,NA,NA,7a4c2725a28bced1bb827cd35f1a5e59044c09a7,112,NA,24611,24611,24611,32,10,0,888,136,1024
2020-04-12,NY,188694,272907,NA,18707,42594,5198,NA,NA,NA,23887,c34e542369716ac96cf4d5c56a0b44894e6a356f,9385,42594,461601,461601,461601,36,758,1915,12385,8236,20621
2020-04-12,OH,6604,56639,NA,NA,1948,NA,595,NA,NA,NA,0bc5957f5991dc69c64f03e3c7e2e18be0a1601d,253,1948,63243,63243,63243,39,6,89,2418,417,2835
